,Environmental,Biodiversity & Natural Capital,Biodiversity Management & Impact,ST166,Palm Oil Estate RSPO Certified Percentage,Field Score,SB229,1,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Biodiversity Management & Impact,ST167,Palm Oil Mills RSPO Certified Percentage,Field Score,SB231,1,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Biodiversity Management & Impact,ST118,IUU Fishing Policy,Field Score,SB061,1,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Biodiversity Management & Impact,ST119,Sustainable Fishing Certification Disclosed,Field Score,SB062,1,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Biodiversity Management & Impact,ST129,High Carbon Stock Protection Policy,Field Score,SB049,1,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Biodiversity Management & Impact,ST140,Percent Forest Area Certified Derived,Field Score,F1642,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Biodiversity Policies,ST176,Biodiversity Policies Score,Sub Issue Score,,28,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,,Y,,Y,,Y,,Y,,Y,Y,Y,,,,,,Y,,Y
,Environmental,Biodiversity & Natural Capital,Biodiversity Policies,SR314,Biodiversity Policy,Field Score,ES088,28,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,,Y,,Y,,Y,,Y,,Y,Y,Y,,,,,,Y,,Y
,Environmental,Biodiversity & Natural Capital,Biodiversity Policies,ST130,Biodiversity Risks and Opportunities Discussed,Field Score,SB057,28,,,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,Y,,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,,Y,,Y,,Y,,Y,,Y,Y,Y,,,,,,Y,,Y
,Environmental,Biodiversity & Natural Capital,Environmental Fines,SR233,Environmental Fines Score,Sub Issue Score,,36,,Y,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,Y,,Y,,,,,,Y,Y,Y
,Environmental,Biodiversity & Natural Capital,Environmental Fines,SR322,Number of Environmental Fines,Field Score,ES032,36,,Y,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,Y,,Y,,,,,,Y,Y,Y
,Environmental,Biodiversity & Natural Capital,Environmental Fines,SR323,Amount of Environmental Fines,Field Score,ES033,36,,Y,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,Y,,Y,,,,,,Y,Y,Y
,Environmental,Biodiversity & Natural Capital,Environmental Fines,SR324,Number of Significant Environmental Fines,Field Score,SA231,36,,Y,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,Y,,Y,,,,,,Y,Y,Y
,Environmental,Biodiversity & Natural Capital,Environmental Fines,SR325,Amount of Significant Environmental Fines,Field Score,SA359,36,,Y,,,,,,,,,,,,,Y,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,Y,,Y,,Y,,,,,,Y,Y,Y
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR232,Environmental Incidents Score,Sub Issue Score,,29,,,,,,,,,,,,,,,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,,,,,,,,,,Y,,Y,,,,,,,,Y,Y,Y
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR328,Number of Environmental Incidents,Field Score,SA021,28,,,,,,,,,,,,,,,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,Y,,Y,,,,,,,,Y,Y,Y
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR330,Number of Significant Environmental Incidents,Field Score,SA069,27,,,,,,,,,,,,,,,,Y,Y,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,,,Y,,Y,,,,,,,,,,Y,,Y,,,,,,,,Y,Y,Y
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR333,Number of Significant Spills,Field Score,SA215,7,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR525,Amount of Significant Spills,Field Score,SA361,7,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR326,Amount of Spills,Field Score,ES083,5,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR563,Amount Spills Environmentally Sensitive Areas,Field Score,SA050,5,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR327,Amount of Hydrocarbon Spills,Field Score,ES249,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR329,Number of Hydrocarbon Spills,Field Score,SA048,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR331,Number of Pipeline Incidents,Field Score,SA075,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR512,Number of Spills,Field Score,ES028,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR332,Percentage of Significant Pipeline Incidents,Field Score,SA160,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR512,Number of  Spills,Field Score,ES028,2,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Biodiversity & Natural Capital,Environmental Incidents,SR657,Total Leachate Treated,Field Score,SA733,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Climate Exposure,,SR235,Climate Exposure Issue Score,Issue Score,,40,,Y,,Y,Y,,,Y,,,,,,,Y,Y,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,Y,Y,,Y
,Environmental,Climate Exposure,,SR239,Climate Exposure Issue Disclosure,Issue Disclosure,,40,,Y,,Y,Y,,,Y,,,,,,,Y,Y,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,Y,Y,,Y
,Environmental,Climate Exposure,,SR475,Climate Exposure Issue Performance Score,Issue Performance Score,,40,,Y,,Y,Y,,,Y,,,,,,,Y,Y,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,Y,Y,,Y
,Environmental,Climate Exposure,,SR240,Climate Exposure Issue Weight,Issue Weight,,40,,Y,,Y,Y,,,Y,,,,,,,Y,Y,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,Y,Y,,Y
,Environmental,Climate Exposure,,SR465,Climate Exposure Issue Percentile,Issue Percentile,,40,,Y,,Y,Y,,,Y,,,,,,,Y,Y,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,Y,Y,,Y
,Environmental,Climate Exposure,,SR484,Climate Exposure Issue Upper Target,Issue Upper Target,,40,,Y,,Y,Y,,,Y,,,,,,,Y,Y,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,Y,Y,,Y
,Environmental,Climate Exposure,,SR493,Climate Exposure Issue Lower Target,Issue Lower Target,,40,,Y,,Y,Y,,,Y,,,,,,,Y,Y,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,Y,Y,,Y
,Environmental,Climate Exposure,,SR502,Climate Exposure BI Issue Priority,Issue Priority,,40,,5,,3,4,,,2,,,,,,,1,4,,,4,,,1,6,7,,,,,,,,,,,,,,,,,,,,,,3,1,,,,1,1,,,,,,1,,,,,2,,,,,3,3,3,3,1,,9,,2,5,4,7,3,1,1,,,,,3,3,3,3,3,3,3,,4,,,,,,,,1,1,,3
,Environmental,Climate Exposure,Transition Risk,SR237,Transition Risk Score,Sub Issue Score,,40,,Y,,Y,Y,,,Y,,,,,,,Y,Y,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,Y,Y,,Y
,Environmental,Climate Exposure,Transition Risk,SR285,Risks of Climate Change Discussed,Field Score,ES106,40,,Y,,Y,Y,,,Y,,,,,,,Y,Y,,,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,Y,Y,,,,,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,Y,Y,,Y
,Environmental,Climate Exposure,Transition Risk,SR284,Climate Change Opportunities Discussed,Field Score,ES105,37,,Y,,Y,Y,,,Y,,,,,,,Y,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,,,,,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,,,,,,,,Y,Y,,Y
,Environmental,Climate Exposure,Transition Risk,SR310,Climate Scenario Analysis,Field Score,SA083,32,,,,,Y,,,Y,,,,,,,Y,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,Y,,,,,Y,,,,,Y,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,Y,Y,,Y
,Environmental,Climate Exposure,Transition Risk,SR517,Internal Carbon Pricing,Field Score,SA084,16,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,,
,Environmental,Climate Exposure,Transition Risk,SR309,Investment in Sustainable Products,Field Score,SA079,14,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,,Y,,,,,,,Y,Y,,,,,,,,,,,,,Y,,,,,,,,Y,Y,,Y
,Environmental,Climate Exposure,Transition Risk,SR511,Area of Properties Located in 100 Year Flood Zones,Field Score,SA630,9,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,
,Environmental,Climate Exposure,Transition Risk,SR542,Facilities In 100 Year Flood Zones Count,Field Score,SA769,4,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
,Environmental,Climate Exposure,Transition Risk,SR307,Embedded Carbon in Total Reserves,Field Score,F1284,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Climate Exposure,Transition Risk,SR577,Backlog for Hydrocarbon Projects,Field Score,SA716,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Climate Exposure,Transition Risk,SR578,Backlog for Renewable Energy Projects,Field Score,SA717,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Climate Exposure,Transition Risk,SR585,Backlog Cancllatns for Hydrcrbn Projects,Field Score,SA718,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Climate Exposure,Transition Risk,SR304,Purchased Electricity Total Renewables,Field Score,ES167,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,
,Environmental,Climate Exposure,Transition Risk,SR308,Embedded Carbon in Coal Reserves,Field Score,F1460,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Climate Exposure,Transition Risk,SR515,Steam / Thermal Coal Mined Production,Field Score,M0872,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Climate Exposure,Transition Risk,SR555,Number of Projects For Climate Change Mitigation,Field Score,SA305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Environmental,Climate Exposure,Transition Risk,SR567,CO2-Weighted Electricity Production,Field Score,XX000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
,Environmental,Energy Management,,SR205,Energy Management Issue Score,Issue Score,,80,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y
,Environmental,Energy Management,,SR263,Energy Management Issue Disclosure,Issue Disclosure,,80,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y
,Environmental,Energy Management,,SR477,Energy Management Issue Performance Score,Issue Performance Score,,80,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y
,Environmental,Energy Management,,SR264,Energy Management Issue Weight,Issue Weight,,80,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y
,Environmental,Energy Management,,SR467,Energy Management Issue Percentile,Issue Percentile,,80,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y
,Environmental,Energy Management,,SR486,Energy Management Issue Upper Target,Issue Upper Target,,80,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y
,Environmental,Energy Management,,SR495,Energy Management Issue Lower Target,Issue Lower Target,,80,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y
,Environmental,Energy Management,,SR504,Energy Management BI Issue Priority,Issue Priority,,80,1,1,1,1,1,,1,,1,1,1,1,1,,,3,1,1,3,1,4,6,1,1,3,3,1,4,3,3,1,1,,,,,1,2,,,1,,,1,1,1,2,1,,1,3,3,2,2,2,2,2,,1,1,1,1,2,3,1,1,3,1,1,1,1,1,1,1,1,,6,1,1,1,,4,,,4,4,1,1,1,1,1,1,1,,2,1,,,1,1,,,,,,2
,Environmental,Energy Management,Energy Consumption,SR206,Energy Consumption Score,Sub Issue Score,,80,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y
,Environmental,Energy Management,Energy Consumption,SR334,Total Energy Consumption,Field Score,ES014,75,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,,,Y,Y,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y
,Environmental,Energy Management,Energy Consumption,SR513,GHG Scope 2 Market-Based,Field Score,ES255,73,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y
,Environmental,Energy Management,Energy Consumption,ST089,GHG Scope 2 Location-Based,Field Score,ES077,73,Y,Y,Y,Y,Y,,Y,,Y,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,,Y,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,Y,,Y,Y,Y,Y,,,,,,,Y,Y,Y,Y,Y,Y,Y,,Y,Y,,,Y,Y,,,,,,Y
